player,card_type,listing_count
(unknown player),Chrome · Auto,9
(unknown player),Chrome · Refractor,4
(unknown player),Chrome · Sky Blue /499,4
(unknown player),Chrome · Blue /150,3
(unknown player),Chrome · Yellow /75 · Auto,2
(unknown player),Chrome · Purple /250,2
(unknown player),Chrome · Base,2
(unknown player),Chrome · Purple /250 · Auto,1
(unknown player),Chrome · Gold /50,1
Aaron Walton,Base-Paper,14
Aaron Walton,Chrome · Auto,31
Aaron Walton,Chrome · Refractor,20
Aaron Walton,Chrome · Base,12
Aaron Walton,Chrome · Sky Blue /499,9
Aaron Walton,Chrome · Sky Blue /499 · Auto,8
Aaron Walton,Chrome · Blue /150,4
Aaron Walton,Chrome · Orange /25,4
Aaron Walton,Chrome · Aqua /125,4
Aaron Walton,Chrome · Purple /250,4
Aaron Walton,Chrome · Blue /150 · Auto,3
Aaron Walton,Chrome · Purple /250 · Auto,3
Aaron Walton,Chrome · X-Fractor,3
Aaron Walton,Chrome · Aqua /125 · Auto,2
Aaron Walton,Chrome · Green /99 · Auto,2
Aaron Walton,Chrome · Steel Metal /100,2
Aaron Walton,Chrome · Black /73 · Auto,1
Aaron Watson,Base-Paper,17
Aaron Watson,Chrome · Auto,24
Aaron Watson,Chrome · Refractor,12
Aaron Watson,Chrome · Base,11
Aaron Watson,Chrome · X-Fractor,6
Aaron Watson,Chrome · Aqua /125,4
Aaron Watson,Chrome · Steel Metal /100,4
Aaron Watson,Chrome · Yellow /75,3
Aaron Watson,Chrome · Green /99,3
Aaron Watson,Chrome · Sky Blue /499 · Auto,3
Aaron Watson,Chrome · Aqua /125 · Auto,2
Aaron Watson,Chrome · Speckle Refractor,2
Aaron Watson,Chrome · Blue /150,2
Aaron Watson,Chrome · Sky Blue /499,1
Aaron Watson,Chrome · Purple /250,1
Aaron Watson,Chrome · Red /5,1
Aaron Watson,Chrome · Green /99 · Auto,1
Adonys Guzman,Base-Paper,16
Adonys Guzman,Chrome · Auto,31
Adonys Guzman,Chrome · Refractor,28
Adonys Guzman,Chrome · Base,17
Adonys Guzman,Chrome · Green /99,7
Adonys Guzman,Chrome · Gold /50,6
Adonys Guzman,Chrome · Aqua /125 · Auto,5
Adonys Guzman,Chrome · X-Fractor,4
Adonys Guzman,Chrome · Sparkle,4
Adonys Guzman,Chrome · Blue /150,4
Adonys Guzman,Chrome · Parallel · Auto,4
Adonys Guzman,Chrome · Gold /50 · Auto,2
Adonys Guzman,Chrome · Purple /250,2
Adonys Guzman,Chrome · Green /99 · Auto,2
Adonys Guzman,Chrome · Yellow /75 · Auto,2
Adonys Guzman,Chrome · Yellow /75,2
Adonys Guzman,Chrome · Logo Refractor /35,2
Adonys Guzman,Chrome · Orange /25,2
Adonys Guzman,Chrome · Blue /150 · Auto,2
Adonys Guzman,Chrome · Fuchsia Reptilian /199,2
Adonys Guzman,Chrome · Sky Blue /499,2
Adonys Guzman,Chrome · Sky Blue /499 · Auto,2
Aidan Miller,Base-Paper,6
Aidan Miller,Chrome · Refractor,23
Aidan Miller,Chrome · Base,12
Aidan Miller,Chrome · Blue /150,4
Aidan Miller,Chrome · Aqua /125,2
Aidan Miller,Chrome · Purple /250,2
Aidan Miller,Chrome · Yellow /75,1
Aidan West,Base-Paper,20
Aidan West,Chrome · Auto,24
Aidan West,Chrome · Refractor,23
Aidan West,Chrome · Base,15
Aidan West,Chrome · Sky Blue /499 · Auto,9
Aidan West,Chrome · Yellow /75 · Auto,6
Aidan West,Chrome · X-Fractor,6
Aidan West,Chrome · Blue /150 · Auto,4
Aidan West,Chrome · Sky Blue /499,4
Aidan West,Chrome · Gold /50,3
Aidan West,Chrome · Yellow /75,3
Aidan West,Chrome · Green /99,3
Aidan West,Chrome · Fuchsia Reptilian /199 · Auto,2
Aidan West,Chrome · Orange /25 · Auto,2
Aidan West,Chrome · Gold /50 · Auto,2
Aidan West,Chrome · Red /5,2
Aidan West,Chrome · Purple /250 · Auto,2
Aidan West,Chrome · Aqua /125,2
Aidan West,Chrome · Aqua /125 · Auto,2
Aidan West,Chrome · Green /99 · Auto,2
AJ Russell,Base-Paper,18
AJ Russell,Chrome · Refractor,24
AJ Russell,Chrome · Auto,19
AJ Russell,Chrome · Sky Blue /499,12
AJ Russell,Chrome · Sky Blue /499 · Auto,8
AJ Russell,Chrome · X-Fractor,7
AJ Russell,Chrome · Base,7
AJ Russell,Chrome · Purple /250 · Auto,5
AJ Russell,Chrome · Green /99 · Auto,5
AJ Russell,Chrome · Purple /250,2
AJ Russell,Chrome · Blue /150,2
AJ Russell,Chrome · Yellow /75,2
AJ Russell,Chrome · Yellow /75 · Auto,2
AJ Russell,Chrome · Blue /150 · Auto,2
AJ Russell,Chrome · Gold /50,2
AJ Russell,Chrome · Green /99,1
AJ Russell,Chrome · Aqua /125,1
AJ Russell,Chrome · Superfractor,1
AJ Russell,Snack-Pack,2
Alfredo Duno,Base-Paper,10
Alfredo Duno,Chrome · Refractor,14
Alfredo Duno,Chrome · Base,13
Alfredo Duno,Chrome · Aqua /125,4
Alfredo Duno,Chrome · X-Fractor,4
Alfredo Duno,Chrome · Sky Blue /499,3
Alfredo Duno,Chrome · Logo Refractor /35,1
Andrew Salas,Base-Paper,14
Andrew Salas,Bowman Axis · Base,39
Andrew Salas,Bowman Axis · Mini Diamond,4
Andrew Salas,Bowman Axis · Gold,2
Andrew Salas,Bowman In Action,12
Andrew Salas,Bowman In Action · Mini Diamond /150,2
Andrew Salas,Bowman In Action · Gold /50,2
Andrew Salas,Bowman In Action · Green /99,2
Andrew Salas,Chrome · Refractor,24
Andrew Salas,Chrome · Base,13
Andrew Salas,Chrome · Purple /250,8
Andrew Salas,Chrome · Sky Blue /499,7
Andrew Salas,Chrome · Fuchsia Reptilian /199,6
Andrew Salas,Chrome · Green /99,4
Andrew Salas,Chrome · Yellow /75,2
Andrew Salas,Chrome · Green /99 · Auto,2
Andrew Salas,Chrome · X-Fractor,2
Anthony Eyanson,Base-Paper,18
Anthony Eyanson,Base-Paper · Black Border,2
Anthony Eyanson,Chrome · Red /5 · Auto,9
Anthony Eyanson,Chrome · Fuchsia Reptilian /199,5
Anthony Eyanson,Chrome · X-Fractor,5
Anthony Eyanson,Chrome · Base,4
Anthony Eyanson,Chrome · Blue /150,4
Anthony Eyanson,Chrome · Yellow /75,3
Anthony Eyanson,Chrome · Orange /25,3
Anthony Eyanson,Chrome · Sky Blue /499 · Auto,2
Anthony Eyanson,Chrome · Red /5,2
Anthony Eyanson,Chrome · Green /99,2
Anthony Eyanson,Chrome · Blue /150 · Auto,2
Anthony Eyanson,Chrome · Auto,2
Anthony Eyanson,Chrome · Refractor,2
Anthony Eyanson,Chrome · Aqua /125 · Auto,2
Anthony Eyanson,Chrome · Mini Diamond /71 · Auto,2
Anthony Eyanson,Chrome · Purple /250,1
Anthony Eyanson,Snack-Pack,2
Antonio Jimenez,Base-Paper,25
Antonio Jimenez,Chrome · Refractor,28
Antonio Jimenez,Chrome · Base,17
Antonio Jimenez,Chrome · Auto,17
Antonio Jimenez,Chrome · Blue /150 · Auto,5
Antonio Jimenez,Chrome · Blue /150,4
Antonio Jimenez,Chrome · Sky Blue /499 · Auto,4
Antonio Jimenez,Chrome · Green /99,4
Antonio Jimenez,Chrome · Purple /250 · Auto,4
Antonio Jimenez,Chrome · Fuchsia Reptilian /199 · Auto,4
Antonio Jimenez,Chrome · X-Fractor,3
Antonio Jimenez,Chrome · Purple /250,3
Antonio Jimenez,Chrome · Aqua /125 · Auto,3
Antonio Jimenez,Chrome · Sky Blue /499,3
Antonio Jimenez,Chrome · Aqua /125,2
Antonio Jimenez,Chrome · Red /5,2
Antonio Jimenez,Chrome · Logo Refractor /35,2
Antonio Jimenez,Chrome · Fuchsia Reptilian /199,2
Antonio Jimenez,Chrome · Printing Plate,2
Antonio Jimenez,Chrome · Yellow /75,1
Antonio Jimenez,Chrome · Gold /50 · Auto,1
Antonio Jimenez,Snack-Pack,2
Arjun Nimmala,Base-Paper,14
Arjun Nimmala,Bowman Axis · Base,49
Arjun Nimmala,Bowman Axis · Superfractor,2
Arjun Nimmala,Bowman Axis · Parallel,2
Arjun Nimmala,Chrome · Base,12
Arjun Nimmala,Chrome · Blue /150,10
Arjun Nimmala,Chrome · Refractor,8
Arjun Nimmala,Chrome · Sky Blue /499,4
Arjun Nimmala,Chrome · X-Fractor,2
Aroon Escobar,Base-Paper,8
Aroon Escobar,Chrome · Refractor,22
Aroon Escobar,Chrome · Base,6
Aroon Escobar,Chrome · Purple /250,4
Aroon Escobar,Chrome · Steel Metal /100,4
Aroon Escobar,Chrome · Sky Blue /499,4
Aroon Escobar,Chrome · Green /99,2
Aroon Escobar,Chrome · Sparkle,2
Aroon Escobar,Chrome · X-Fractor,2
Aroon Escobar,Chrome · Logo Refractor /35,2
Ben Jacobs,Base-Paper,14
Ben Jacobs,Chrome · Refractor,17
Ben Jacobs,Chrome · Base,10
Ben Jacobs,Chrome · Yellow /75,4
Ben Jacobs,Chrome · Aqua Reptilian,2
Ben Jacobs,Chrome · Sky Blue /499,2
Ben Jacobs,Chrome · Purple /250,1
Ben Jacobs,Snack-Pack,1
Billy Carlson,Base-Paper,78
Billy Carlson,Bowman Axis · Base,65
Billy Carlson,Bowman Axis · Green,4
Billy Carlson,Bowman Axis · Gold,2
Billy Carlson,Bowman Axis · Parallel,1
Billy Carlson,Bowman In Action,45
Billy Carlson,Bowman In Action · Gold /50,5
Billy Carlson,Bowman In Action · Orange /25,2
Billy Carlson,Bowman In Action · Red /5,1
Billy Carlson,Bowman In Action /75 · Auto,3
Billy Carlson,Bowman Spotlight,6
Billy Carlson,Chrome · Refractor,83
Billy Carlson,Chrome · Base,40
Billy Carlson,Chrome · Auto,23
Billy Carlson,Chrome · Sky Blue /499,14
Billy Carlson,Chrome · Gold /50 · Auto,11
Billy Carlson,Chrome · Sky Blue /499 · Auto,8
Billy Carlson,Chrome · Green /99,7
Billy Carlson,Chrome · Aqua Reptilian,6
Billy Carlson,Chrome · Steel Metal /100,5
Billy Carlson,Chrome · Fuchsia Reptilian /199,5
Billy Carlson,Chrome · Blue /150 · Auto,5
Billy Carlson,Chrome · Yellow /75 · Auto,4
Billy Carlson,Chrome · X-Fractor,4
Billy Carlson,Chrome · Blue /150,4
Billy Carlson,Chrome · Purple /250 · Auto,4
Billy Carlson,Chrome · Purple /250,3
Billy Carlson,Chrome · Sparkle · Auto,3
Billy Carlson,Chrome · Gold /50,3
Billy Carlson,Chrome · Green /99 · Auto,3
Billy Carlson,Chrome · Logo Refractor /35,2
Billy Carlson,Chrome · Aqua /125,2
Billy Carlson,Chrome · Orange /25,2
Billy Carlson,Chrome · Speckle Refractor,2
Billy Carlson,Chrome · Orange /25 · Auto,1
Billy Carlson,Chrome · Aqua /125 · Auto,1
Billy Carlson,Crystallized · Orange /25,2
Billy Carlson,Crystallized,1
Billy Carlson,Etched in Glass,5
Billy Carlson,Final Draft,7
Billy Carlson,Image Variations · Auto,2
Billy Carlson,Image Variations,2
Billy Carlson,Image Variations · Green · Auto,1
Billy Carlson,Prized Prospects,73
Billy Carlson,Prized Prospects · Auto,4
Billy Carlson,Prized Prospects · Green /99,4
Billy Carlson,Prized Prospects · Gold /50,1
Billy Carlson,Prized Prospects /250,1
Billy Carlson,Prized Prospects /99 · Auto,1
Blake Mitchell,Base-Paper,8
Blake Mitchell,Chrome · Refractor,14
Blake Mitchell,Chrome · Base,8
Blake Mitchell,Chrome · Mini Diamond,6
Blake Mitchell,Chrome · Gold /50,4
Blake Mitchell,Chrome · Yellow /75,2
Blake Mitchell,Chrome · Blue /150,2
Blake Mitchell,Chrome · Purple /250,2
Blake Mitchell,Chrome · Steel Metal /100,2
Blake Mitchell,Chrome · Black Geometric /10,2
Braden Montgomery,Base-Paper,16
Braden Montgomery,Bowman Spotlight,2
Braden Montgomery,Chrome · Refractor,29
Braden Montgomery,Chrome · Base,16
Braden Montgomery,Chrome · Purple /250 · Auto,6
Braden Montgomery,Chrome · Sky Blue /499,4
Braden Montgomery,Chrome · X-Fractor,4
Braden Montgomery,Chrome · Orange /25,2
Braden Montgomery,Chrome · Purple /250,2
Braden Montgomery,Chrome · Green /99,2
Braden Montgomery,Chrome · Magenta Printing Plate,2
Braden Montgomery,Snack-Pack,2
Brady Ebel,Base-Paper,34
Brady Ebel,Bowman In Action,20
Brady Ebel,Chrome · Refractor,37
Brady Ebel,Chrome · Base,34
Brady Ebel,Chrome · Auto,30
Brady Ebel,Chrome · Sky Blue /499 · Auto,13
Brady Ebel,Chrome · Green /99 · Auto,9
Brady Ebel,Chrome · Gold /50 · Auto,6
Brady Ebel,Chrome · Sky Blue /499,5
Brady Ebel,Chrome · Purple /250 · Auto,5
Brady Ebel,Chrome · Gold /50,5
Brady Ebel,Chrome · Blue /150 · Auto,4
Brady Ebel,Chrome · Blue /150,4
Brady Ebel,Chrome · Yellow /75,2
Brady Ebel,Chrome · Aqua /125 · Auto,2
Brady Ebel,Chrome · Red /5,2
Brady Ebel,Chrome · Purple /250,2
Brady Ebel,Chrome · Green /99,2
Brady Ebel,Chrome · X-Fractor,2
Brady Ebel,Chrome · Black /73 · Auto,2
Brady Ebel,Chrome · Aqua Reptilian,1
Brady Ebel,Chrome · Aqua /125,1
Brady Ebel,Chrome · Speckle Refractor · Auto,1
Brady Ebel,Prized Prospects,49
Brady Ebel,Prized Prospects · Gold /50,4
Brady Ebel,Prized Prospects · Mini Diamond /150,2
Brady Ebel,Prized Prospects /150,2
Brady Ebel,Prized Prospects /250,1
Brady Ebel,Prized Prospects /99,2
Brady Ebel,Snack-Pack,2
Brandon Compton,Base-Paper,24
Brandon Compton,Chrome · Auto,28
Brandon Compton,Chrome · Refractor,20
Brandon Compton,Chrome · Gold /50 · Auto,6
Brandon Compton,Chrome · Blue /150 · Auto,6
Brandon Compton,Chrome · Base,4
Brandon Compton,Chrome · Sky Blue /499 · Auto,4
Brandon Compton,Chrome · Yellow /75,4
Brandon Compton,Chrome · Steel Metal /100,4
Brandon Compton,Chrome · X-Fractor,2
Brandon Compton,Chrome · Purple /250,2
Brandon Compton,Chrome · Parallel · Auto,2
Brandon Compton,Chrome · Sky Blue /499,2
Brandon Compton,Chrome · True Black /10,2
Brandon Compton,Chrome · Orange /25,2
Brandon Compton,Chrome · Aqua /125,2
Brandon Compton,Chrome · Green /99,2
Brandon Compton,Chrome · Aqua /125 · Auto,2
Brandon Compton,Chrome · Purple /250 · Auto,2
Brandon Compton,Chrome · Fuchsia Reptilian /199,1
Brandon Compton,Chrome · Blue /150,1
Brian Curley,Base-Paper,10
Brian Curley,Chrome · Refractor,16
Brian Curley,Chrome · Base,10
Brian Curley,Chrome · Blue /150,1
Brian Curley,Chrome · X-Fractor,1
Brian Curley,Chrome · Gold /50,1
Briggs McKenzie,Base-Paper,10
Briggs McKenzie,Chrome · Auto,22
Briggs McKenzie,Chrome · Refractor,18
Briggs McKenzie,Chrome · Base,10
Briggs McKenzie,Chrome · Sky Blue /499 · Auto,10
Briggs McKenzie,Chrome · Green /99,7
Briggs McKenzie,Chrome · Purple /250 · Auto,7
Briggs McKenzie,Chrome · Sky Blue /499,5
Briggs McKenzie,Chrome · Green /99 · Auto,5
Briggs McKenzie,Chrome · Fuchsia Reptilian /199 · Auto,4
Briggs McKenzie,Chrome · X-Fractor,4
Briggs McKenzie,Chrome · Purple /250,2
Briggs McKenzie,Chrome · Blue /150 · Auto,2
Briggs McKenzie,Chrome · Orange /25 · Auto,2
Briggs McKenzie,Chrome · Fuchsia Reptilian /199,2
Briggs McKenzie,Chrome · Yellow /75 · Auto,2
Briggs McKenzie,Chrome · Logo Refractor /35,2
Briggs McKenzie,Chrome · Blue /150,2
Briggs McKenzie,Chrome · Aqua /125,1
Briggs McKenzie,Snack-Pack,4
Brody Brecht,Base-Paper,10
Brody Brecht,Chrome · Refractor,14
Brody Brecht,Chrome · Base,10
Brody Brecht,Chrome · Sky Blue /499,8
Brody Brecht,Chrome · Fuchsia Reptilian /199,8
Brody Brecht,Chrome · Yellow /75,4
Brody Brecht,Chrome · Green /99,4
Brody Brecht,Chrome · Gold /50,2
Brody Brecht,Chrome · Orange /25,2
Brody Brecht,Chrome · X-Fractor,2
Brody Brecht,Chrome · Sparkle,2
Bryce Cunningham,Base-Paper,9
Bryce Cunningham,Chrome · Refractor,21
Bryce Cunningham,Chrome · Base,10
Bryce Cunningham,Chrome · Steel Metal /100,4
Bryce Cunningham,Chrome · Red /5,4
Bryce Cunningham,Chrome · Gold /50,3
Bryce Cunningham,Chrome · Green /99,3
Bryce Cunningham,Chrome · Logo Refractor /35,2
Bryce Cunningham,Chrome · Yellow Printing Plate,2
Bryce Cunningham,Chrome · Fuchsia Reptilian /199,1
Bryce Cunningham,Chrome · Blue /150,1
Bryce Cunningham,Chrome · Aqua /125,1
Cade Crossland,Base-Paper,16
Cade Crossland,Chrome · Refractor,14
Cade Crossland,Chrome · Base,10
Cade Crossland,Chrome · X-Fractor,8
Cade Crossland,Chrome · Sky Blue /499,6
Cade Crossland,Chrome · Aqua /125,4
Cade Crossland,Chrome · Green /99,4
Cade Crossland,Chrome · Fuchsia Reptilian /199,3
Cade Crossland,Chrome · Mini Diamond,2
Cade Crossland,Chrome · Orange /25,2
Cade Crossland,Snack-Pack,1
Cade Obermueller,Base-Paper,14
Cade Obermueller,Chrome · Refractor,25
Cade Obermueller,Chrome · Auto,12
Cade Obermueller,Chrome · Sky Blue /499,10
Cade Obermueller,Chrome · Base,10
Cade Obermueller,Chrome · Sky Blue /499 · Auto,4
Cade Obermueller,Chrome · Gold /50,3
Cade Obermueller,Chrome · Yellow /75,2
Cade Obermueller,Chrome · X-Fractor · Auto,2
Cade Obermueller,Chrome · X-Fractor,2
Cade Obermueller,Chrome · Green /99 · Auto,2
Cade Obermueller,Chrome · Aqua /125,2
Cade Obermueller,Chrome · Orange /25 · Auto,2
Cade Obermueller,Chrome · Blue /150,2
Cade Obermueller,Chrome · Red /5 · Auto,1
Cade Obermueller,Chrome · Yellow /75 · Auto,1
Cade Obermueller,Snack-Pack,1
Caden Bodine,Base-Paper,30
Caden Bodine,Bowman Axis · Base,27
Caden Bodine,Bowman Axis · Parallel,1
Caden Bodine,Chrome · Refractor,52
Caden Bodine,Chrome · Auto,30
Caden Bodine,Chrome · Base,24
Caden Bodine,Chrome · Blue /150,10
Caden Bodine,Chrome · Orange /25,8
Caden Bodine,Chrome · Sky Blue /499 · Auto,8
Caden Bodine,Chrome · Sky Blue /499,7
Caden Bodine,Chrome · Green /99 · Auto,7
Caden Bodine,Chrome · Fuchsia Reptilian /199,5
Caden Bodine,Chrome · Aqua Reptilian,4
Caden Bodine,Chrome · Blue /150 · Auto,2
Caden Bodine,Chrome · Fuchsia Reptilian /199 · Auto,2
Caden Bodine,Chrome · Mini Diamond,2
Caden Bodine,Chrome · Gold /50,2
Caden Bodine,Chrome · Gold /50 · Auto,2
Caden Bodine,Chrome · Green /99,2
Caden Bodine,Chrome · Aqua /125,2
Caden Bodine,Chrome · X-Fractor,2
Caden Bodine,Chrome · Printing Plate,2
Caden Bodine,Chrome · Yellow /75,2
Caden Bodine,Snack-Pack,4
Caden Bodine/Ike Irish,Chrome · Green /99 · Auto,8
Caleb Bonemer,Base-Paper,15
Caleb Bonemer,Chrome · Refractor,24
Caleb Bonemer,Chrome · Base,21
Caleb Bonemer,Chrome · Green /99,8
Caleb Bonemer,Chrome · Fuchsia Reptilian /199,5
Caleb Bonemer,Chrome · Yellow /75,3
Caleb Bonemer,Chrome · Gold /50,3
Caleb Bonemer,Chrome · Mini Diamond,2
Caleb Bonemer,Chrome · Orange /25,1
Caleb Bonemer,Chrome · Blue /150,1
Caleb Bonemer,Chrome · Aqua /125,1
Caleb Bonemer,Chrome · Aqua Reptilian,1
Caleb Bonemer,Snack-Pack,2
Caleb Leys,Base-Paper,7
Caleb Leys,Chrome · Refractor,10
Caleb Leys,Chrome · Base,3
Caleb Leys,Chrome · Gold /50,2
Caleb Leys,Chrome · Sky Blue /499,2
Caleb Leys,Chrome · Yellow /75,1
Caleb Leys,Chrome · X-Fractor,1
Cam Caminiti,Base-Paper,16
Cam Caminiti,Chrome · Refractor,21
Cam Caminiti,Chrome · Green /99,10
Cam Caminiti,Chrome · Base,6
Cam Caminiti,Chrome · X-Fractor,5
Cam Caminiti,Chrome · Sky Blue /499,4
Cam Caminiti,Chrome · Logo Refractor /35,4
Cam Caminiti,Chrome · Purple /250 · Auto,3
Cam Caminiti,Chrome · Yellow /75,2
Cam Caminiti,Chrome · Blue /150,2
Cam Caminiti,Chrome · Purple /250,2
Cam Caminiti,Chrome · Sparkle,2
Cam Caminiti,Chrome · Gold /50 · Auto,1
Cameron Maldonado,Base-Paper,14
Cameron Maldonado,Chrome · Refractor,24
Cameron Maldonado,Chrome · Auto,21
Cameron Maldonado,Chrome · Aqua /125 · Auto,7
Cameron Maldonado,Chrome · Sky Blue /499,6
Cameron Maldonado,Chrome · Aqua /125,6
Cameron Maldonado,Chrome · Sky Blue /499 · Auto,6
Cameron Maldonado,Chrome · Fuchsia Reptilian /199,4
Cameron Maldonado,Chrome · X-Fractor,4
Cameron Maldonado,Chrome · Yellow /75,4
Cameron Maldonado,Chrome · Blue /150 · Auto,4
Cameron Maldonado,Chrome · Gold /50,4
Cameron Maldonado,Chrome · Base,4
Cameron Maldonado,Chrome · Purple /250,3
Cameron Maldonado,Chrome · Purple /250 · Auto,3
Cameron Maldonado,Chrome · Blue /150,2
Cameron Maldonado,Chrome · Gold /50 · Auto,2
Cameron Maldonado,Chrome · Red /5 · Auto,2
Cameron Maldonado,Chrome · Green /99 · Auto,2
Cameron Maldonado,Chrome · Green /99,2
Cameron Maldonado,Chrome · Black /73 · Auto,2
Cameron Maldonado,Chrome · Speckle Refractor · Auto,2
Cameron Maldonado,Chrome · Aqua Reptilian,1
Cameron Maldonado,Snack-Pack,1
Cameron Millar,Base-Paper,8
Cameron Millar,Chrome · Auto,19
Cameron Millar,Chrome · Refractor,8
Cameron Millar,Chrome · Base,6
Cameron Millar,Chrome · Purple /250 · Auto,6
Cameron Millar,Chrome · Blue /150 · Auto,5
Cameron Millar,Chrome · Yellow /75 · Auto,4
Cameron Millar,Chrome · Sky Blue /499,3
Cameron Millar,Chrome · True Black /10 · Auto,3
Cameron Millar,Chrome · Green /99,3
Cameron Millar,Chrome · Orange /25,2
Cameron Millar,Chrome · Purple /250,2
Cameron Millar,Chrome · Fuchsia Reptilian /199 · Auto,2
Cameron Millar,Chrome · Gold /50 · Auto,2
Cameron Millar,Chrome · Yellow /75,2
Cameron Millar,Chrome · Aqua /125,2
Cameron Millar,Chrome · Green /99 · Auto,2
Cameron Millar,Chrome · Fuchsia Reptilian /199,2
Cameron Millar,Chrome · Sky Blue /499 · Auto,2
Cameron Millar,Chrome · Parallel · Auto,1
Cameron Millar,Chrome · Steel Metal /100,1
Cameron Millar,Snack-Pack,4
Cameron Nelson,Base-Paper,18
Cameron Nelson,Chrome · Auto,24
Cameron Nelson,Chrome · Refractor,23
Cameron Nelson,Chrome · Base,16
Cameron Nelson,Chrome · Sparkle · Auto,6
Cameron Nelson,Chrome · Purple /250 · Auto,6
Cameron Nelson,Chrome · Sky Blue /499 · Auto,6
Cameron Nelson,Chrome · Steel Metal /100,4
Cameron Nelson,Chrome · Blue /150 · Auto,3
Cameron Nelson,Chrome · Blue /150,3
Cameron Nelson,Chrome · Purple /250,2
Cameron Nelson,Chrome · Yellow /75 · Auto,2
Cameron Nelson,Chrome · Aqua /125 · Auto,2
Cameron Nelson,Chrome · Gold /50 · Auto,2
Cameron Nelson,Chrome · Gold /50,2
Cameron Nelson,Chrome · Sky Blue /499,2
Cameron Nelson,Chrome · Red /5 · Auto,2
Cameron Nelson,Chrome · Logo Refractor /35,1
Cameron Nelson,Snack-Pack,4
Carlos Lagrange,Base-Paper,11
Carlos Lagrange,Chrome · Refractor,22
Carlos Lagrange,Chrome · Base,7
Carlos Lagrange,Chrome · Green /99,4
Carlos Lagrange,Chrome · Aqua Reptilian,4
Carlos Lagrange,Chrome · Logo Refractor /35,4
Carlos Lagrange,Chrome · Purple /250,2
Carlos Lagrange,Chrome · Fuchsia Reptilian /199,2
Carlos Lagrange,Chrome · Gold /50,2
Carson Benge,Base-Paper,16
Carson Benge,Bowman In Action,10
Carson Benge,Bowman In Action · Mini Diamond /150,4
Carson Benge,Chrome · Refractor,32
Carson Benge,Chrome · Base,17
Carson Benge,Chrome · Green /99,9
Carson Benge,Chrome · Sky Blue /499,6
Carson Benge,Chrome · X-Fractor,6
Carson Benge,Chrome · Blue /150,3
Carson Benge,Chrome · Aqua /125,2
Carson Benge,Chrome · Purple /250,2
Carson Benge,Chrome · Aqua Reptilian,2
Carson Benge,Snack-Pack,2
Charles Davalan,Base-Paper,22
Charles Davalan,Chrome · Auto,27
Charles Davalan,Chrome · Refractor,16
Charles Davalan,Chrome · Base,13
Charles Davalan,Chrome · Sky Blue /499,9
Charles Davalan,Chrome · Green /99,9
Charles Davalan,Chrome · Blue /150 · Auto,6
Charles Davalan,Chrome · Aqua /125,6
Charles Davalan,Chrome · Aqua /125 · Auto,5
Charles Davalan,Chrome · X-Fractor,3
Charles Davalan,Chrome · Fuchsia Reptilian /199,3
Charles Davalan,Chrome · Steel Metal /100,2
Charles Davalan,Chrome · Purple /250 · Auto,2
Charles Davalan,Chrome · Sky Blue /499 · Auto,2
Charles Davalan,Chrome · Parallel · Auto,2
Charles Davalan,Chrome · Orange /25 · Auto,2
Charles Davalan,Chrome · Yellow /75 · Auto,2
Charles Davalan,Chrome · Gold /50 · Auto,2
Charles Davalan,Chrome Prospect College Variations,2
Charles Davalan,Chrome Prospect College Variations · Red /5,2
Charles Davalan,Etched in Glass,6
Charles Davalan,Snack-Pack,4
Charlie Condon,Base-Paper,26
Charlie Condon,Bowman In Action,12
Charlie Condon,Bowman In Action · Mini Diamond /150,4
Charlie Condon,Chrome · Refractor,24
Charlie Condon,Chrome · Base,19
Charlie Condon,Chrome · Sky Blue /499,10
Charlie Condon,Chrome · Green /99,3
Charlie Condon,Chrome · Sparkle,3
Charlie Condon,Chrome · Green /99 · Auto,2
Charlie Condon,Chrome · Yellow /75,2
Charlie Condon,Chrome · Aqua /125,2
Charlie Condon,Chrome · X-Fractor,2
Charlie Condon,Chrome · Logo Refractor /35,2
Charlie Condon,Chrome · Steel Metal /100,1
Charlie Condon,Final Draft,10
Charlie Condon,Prized Prospects,39
Charlie Condon,Prized Prospects /99,2
Chase Shores,Base-Paper,13
Chase Shores,Chrome · Auto,16
Chase Shores,Chrome · Purple /250 · Auto,5
Chase Shores,Chrome · Blue /150,4
Chase Shores,Chrome · Sky Blue /499 · Auto,4
Chase Shores,Chrome · Sky Blue /499,4
Chase Shores,Chrome · Aqua /125 · Auto,4
Chase Shores,Chrome · Blue /150 · Auto,3
Chase Shores,Chrome · Green /99,3
Chase Shores,Chrome · Logo Refractor /35,2
Chase Shores,Chrome · Base,2
Chase Shores,Chrome · Refractor,2
Chase Shores,Chrome · Yellow /75,2
Chase Shores,Chrome · Fuchsia Reptilian /199,1
Chase Shores,Chrome · Speckle Refractor,1
Chase Shores,Chrome · Purple /250,1
Ching-Hsien Ko,Base-Paper,11
Ching-Hsien Ko,Chrome · Refractor,18
Ching-Hsien Ko,Chrome · Base,10
Ching-Hsien Ko,Chrome · Purple /250,7
Ching-Hsien Ko,Chrome · Blue /150,5
Ching-Hsien Ko,Chrome · Yellow /75,3
Ching-Hsien Ko,Chrome · Fuchsia Reptilian /199,2
Ching-Hsien Ko,Chrome · Steel Metal /100,2
Ching-Hsien Ko,Chrome · Orange /25,2
Ching-Hsien Ko,Chrome · Red /5,2
Ching-Hsien Ko,Chrome · Green /99,1
